,PC1,PC2,PC3,PC4
715,352072165.91922843,68286376.19672462,43331003.98726368,-38748880.14103134
716,386511322.54035676,150832064.26407695,78513091.23784892,-34766793.781057
717,393797376.65442294,168295684.4321903,85956322.0455481,-33924331.3182028
718,433477361.63705236,263402881.7113805,126492294.19837582,-29336265.21941016
719,407916549.0470924,202137302.9397902,100380076.9734012,-32291777.87275698
720,366521019.4841615,102918192.8937497,58091552.05715135,-37078206.7464342
721,399289724.69445914,181460050.01346824,91567152.47560418,-33289269.186566915
722,351388753.8843111,66648336.18096198,42632849.20650288,-38827900.82586776
723,308467071.0528168,-36228742.99120074,-1214751.5617790686,-43790793.78026662
724,321519038.43498045,-4945060.871867154,12118776.325757924,-42281637.7386388
725,337279602.19595313,32830735.85541729,28219331.15225942,-40459295.610214785
726,351780563.4233841,67587447.09909321,43033110.96496949,-38782597.17809227
727,341359030.9263016,42608537.76772496,32386762.40217603,-39987604.68925769
728,299655865.7406199,-57347930.467231624,-10216034.534148557,-44809604.457735665
729,314659866.3251218,-21385506.484676298,5111636.334188638,-43074741.23997803
730,360798195.2446579,89201409.12534143,52245273.53387126,-37739918.08261369
731,391522676.7728356,162843557.106984,83632551.73423772,-34187347.38070576
732,296742846.9935989,-64330015.98899007,-13191893.694921648,-45146427.23032785
733,379031868.83282274,132904893.18241619,70872288.76931274,-35631618.402501665
734,389878279.19324803,158902173.43267867,81952680.77351245,-34377483.662034936
735,409804449.7417563,206662328.4378957,102308703.96304585,-32073486.127465285
736,346035693.6343674,53817823.33017639,37164311.31972969,-39446857.56862237
737,348978774.4943608,60871963.39808297,40170881.101357035,-39106558.81282497
738,321424843.81433374,-5170831.783131501,12022549.713748192,-42292529.15268222
739,351041035.4442643,65814905.26384794,42277629.691955954,-38868106.364942424
740,348061880.048704,58674299.74056355,39234207.16530359,-39212576.30058617
741,326459245.6667707,6895902.878483222,17165555.01946691,-41710417.831903875
742,290072064.1250337,-80318919.77927068,-20006580.46247119,-45917747.90358067
743,411782536.7753372,211403517.5744458,104329462.815253,-31844766.43255755
744,398267612.8533781,179010195.4444402,90522991.36654694,-33407452.61549517
745,369843885.03801775,110882622.06133834,61486099.348889574,-36693994.736091994
746,291784602.49400413,-76214212.46701945,-18257098.761157166,-45719732.72693463
747,318480760.88388664,-12227373.669232894,9014956.244744832,-42632943.77453483
748,322721522.9538533,-2062879.0259300873,13347201.159912257,-42142598.41037595
749,360667926.08842313,88889172.75870931,52112194.17682216,-37754980.67645169
750,286642979.10529923,-88537941.67656274,-23509638.61458925,-46314241.721145116
751,299864296.39054036,-56848352.28059426,-10003107.562906846,-44785504.30746085
752,339804819.6856097,38883317.731874116,30799023.303999122,-40167313.02091941
753,411557993.3201697,-54720455.78766104,32710986.49519225,-32137288.604834344
754,461585357.58789593,65187916.275726154,83817554.34604813,-26352789.086813
755,402068386.32523024,-77465674.18843567,23016667.178879403,-33234540.636635922
756,400361860.3788328,-81555970.59144725,21273327.60172196,-33431860.616589285
757,409397529.4678899,-59898775.83751008,30503916.543136258,-32387095.93118754
758,379741255.0206631,-130980585.61268717,207889.07045622243,-35816153.36320103
759,381811532.5340259,-126018429.20128268,2322827.1599496,-35576773.986463755
760,406617786.0883796,-66561419.538011484,27664207.80148349,-32708508.51156953
761,389595615.6530006,-107361105.38531458,10274830.586466888,-34676726.06850866
762,357475250.01247317,-184348986.12643734,-22538444.108896744,-38390698.257248715
763,385714596.86826974,-116663347.29304431,6310089.43418815,-35125475.50031098
764,381509909.33387,-126741376.48096943,2014697.2640457028,-35611649.68462345
765,610298622.1803999,421632148.7979406,235738900.96238747,-9157563.63469643
766,510536498.211212,182516735.58700842,133824681.97032338,-20692729.76754107
767,490128331.7847133,133601306.0252157,112976265.15976067,-23052458.899502132
768,425940710.23657626,-20247159.09216814,47403971.19920915,-30474262.37331948
769,509798974.3729568,180748997.38817316,133071248.07203338,-20778007.222177364
770,619100808.8587049,442729719.91012686,244730970.74850073,-8139795.752189063
771,409806374.2043141,-58918834.00989493,30921580.98675366,-32339822.559595823
772,545536814.274491,266407441.84912658,169580034.14352047,-16645758.387734728
773,501241292.88016015,160237469.91799203,124328958.00220102,-21767503.774615064
774,519569161.0889717,204166724.88633093,143052199.8496521,-19648312.680459693
775,453493638.8461708,45793234.27084148,75551278.89945611,-27288407.899568908
776,423044726.6869061,-27188413.704442546,44445514.72358661,-30809115.42209506
777,401382970.1494278,-79108517.84059869,22316465.023381513,-33313793.053636838
778,449819046.570484,36985766.91334474,71797417.34368767,-27713288.913281854
779,445206516.37009233,25930197.716009367,67085384.417289704,-28246620.603079375
780,441214267.7673638,16361353.987531418,63007013.96785035,-28708231.172741167
781,414691467.5622887,-47209970.26080058,35912056.87554104,-31774975.28865713
782,391917412.8448659,-101796092.60445487,12646714.203751903,-34408264.298874095
783,385510174.50002503,-117153318.20683643,6101257.212357535,-35149112.18602711
784,432095426.8324165,-5495191.677415798,53691458.975406095,-29762612.745010935
785,537490188.7021915,247120841.66347992,161359824.62818778,-17576163.225602854
786,487955843.08721185,128394164.15692297,110756910.95934097,-23303656.619057517
787,425219219.5252069,-21976468.19970893,46666916.29868604,-30557685.97016648
788,433691725.03124857,-1669095.2769475912,55322192.94276476,-29578038.03681032
789,435282010.80748606,2142590.2142910073,56946784.785952576,-29394158.52525078
790,430635410.2123926,-8994640.802012302,52199946.48925322,-29931429.662680976
791,398419847.8807861,-86210694.27260406,19289421.494518,-33656409.13157104
792,370915018.65194726,-152135800.36177674,-8808749.212362317,-36836702.032192975
793,410274341.0962174,-57797184.90817278,31399642.984695546,-32285713.08762042
794,390387251.29456884,-105463669.00339508,11083543.6022697,-34585191.84401273
795,398598216.417751,-85783170.63212281,19471637.84491677,-33635784.96454256
796,409614978.7516861,-59377581.28702074,30726056.70062361,-32361952.985912506
797,405338142.14615273,-69628541.3857014,26356959.040431097,-32856469.529917687
798,376842265.2596586,-137929045.67955893,-2753638.4672764316,-36151354.0102072
799,376076683.4492961,-139764034.78813264,-3535735.6116970032,-36239875.715835124
800,421293107.57101315,-31386791.92665888,42656109.2151231,-31011649.376766242
801,416855939.6962938,-42022042.938129745,38123221.57704145,-31524704.49786627
802,433181671.1811465,-2891620.7432595985,54801136.07560211,-29637013.88518292
803,374474372.82786965,-143604542.09783038,-5172611.7032264825,-36425145.620676845
804,366999929.4725101,-161519704.08847234,-12808295.734945364,-37289390.91161752
805,374374165.78462845,-143844723.91832435,-5274980.43940719,-36436732.23136116
806,369375838.4677584,-155824993.1245614,-10381133.000100806,-37014672.37229319
807,364919631.2548232,-166505878.68192625,-14933470.698056815,-37529928.949423246
808,341876019.59108174,-221738090.12270916,-38474185.27017204,-40194385.942380935
809,383359731.352065,-122307620.07463412,3904424.133916818,-35397760.85130155
810,399955019.78323656,-82531108.78263506,20857710.532803617,-33478902.25587753
811,444263568.0931886,23670086.785163518,66122094.60982654,-28355650.60960823
812,444130292.72567785,23350644.9639066,65985944.19070621,-28371060.801818375
813,384513114.4197711,-119543127.32074907,5082688.287356807,-35264398.962325595
814,403681719.7213761,-73598746.87846605,24664803.831364173,-33047996.20452917
815,392774183.06457376,-99742538.03922985,13521966.898094289,-34309198.77751338
816,479120588.0846327,107217333.04397543,101731059.49028534,-24325248.08308057
817,438857213.3419019,-74762336.99538675,50235975.31600052,12599731.474656684
818,467062489.8029965,-7158359.980961713,79049703.48878393,15861014.783961805
819,385130205.0377114,-203538221.87140962,-4650046.2746470785,6387454.290171646
820,396974677.5488187,-175148730.68902776,7449938.34191244,7756991.673053882
821,405604508.11274904,-154464272.30809096,16265933.90179487,8754830.585184295
822,425089767.6709963,-107760917.31304705,36171534.65213323,11007847.032743117
823,399616135.2086562,-168817537.90080786,10148378.227635823,8062414.73069158
824,415680326.3106496,-130313990.25742663,26559110.324764848,9919864.289488994
825,398956772.8641292,-170397934.2796579,9474791.943566753,7986174.832389047
826,385483935.9003527,-202690380.04506603,-4288684.635929233,6428355.025887237
827,376401169.5009721,-224460460.25463545,-13567386.883348472,5378144.633463861
828,370121194.10104746,-239512654.94498962,-19982835.579793334,4652011.741879857
829,377238900.3824684,-222452540.2353062,-12711584.248877782,5475008.69878447
830,395076756.14983076,-179697774.3691826,5511074.478649791,7537541.266693644
831,373272705.61098254,-231958936.69045573,-16763338.826910121,5016410.64790054
832,431106198.5471966,-93340400.81059177,42317753.57242282,11703507.138227511
833,510749754.4448532,97553708.29977475,123679401.40148635,20912429.44398871
834,381037749.39174163,-213347247.4203815,-8830785.460267235,5914257.109825664
835,370537053.33049846,-238515900.38993984,-19558005.32464343,4700096.176219704
836,387681476.35863173,-197423192.72163427,-2043738.251486413,6682449.398193675
837,409642851.95536846,-144784944.94218567,20391393.969877187,9221770.995761126
838,414486860.425647,-133174555.73950925,25339898.67685253,9781867.756239355
839,372719562.7322913,-233284740.33958218,-17328414.25062771,4952452.556923463
840,397246238.6360022,-174497837.95548904,7727357.616961966,7788391.3880085545
841,413018827.24216384,-136693219.40974525,23840196.69180512,9612123.909714717
842,418745659.7633972,-122966828.36851743,29690569.96453249,10274298.710321475
843,405862040.21387887,-153847005.02942145,16529021.553779047,8784608.174643239
844,390444184.540791,-190801379.93061665,778567.8050155808,7001892.254759473
845,394412383.45314157,-181290179.83905724,4832369.757771558,7460722.037857046
846,429330529.7409628,-97596422.66974401,40503779.5673005,11498192.396902295
847,614537195.3410392,346317225.2399483,229705772.5259293,32913029.728021227
848,569598344.7291001,238605286.02124226,183797489.09832957,27716898.30054781
849,474373595.6778726,10365305.642275266,86518526.4805279,16706373.899487559
850,428568956.21213746,-99421804.5054073,39725777.17219889,11410134.156168282
851,481611550.41099066,27713638.53664203,93912620.29473218,17543274.789679725
852,427274281.21346134,-102524953.62618881,38403173.10074417,11260435.146127366
853,419111415.4710351,-122090164.72362404,30064215.851463784,10316589.839785717
854,386303629.51387316,-200725692.7533351,-3451308.3740995075,6523133.50175155
855,378617749.2972747,-219147638.38521916,-11302990.439159676,5634440.462267053
856,417352781.8621523,-126305355.67329238,28267644.531492345,10113244.822276596
857,450715714.8388705,-46339220.35804507,62350291.55549677,13970890.983501654
858,408993510.314973,-146341323.1388957,19728044.55929774,9146689.758994127
859,384675265.06120384,-204628647.33636132,-5114800.337036085,6334851.078132376
860,396356400.09182787,-176630652.52138442,6818323.239548876,7685502.285599191
861,417697494.0909019,-125479130.21079324,28619792.98395391,10153102.763030896
862,422387183.714589,-114238621.01167756,33410649.83721095,10695356.143055378
863,383497832.3031199,-207450783.72716498,-6317632.9871593965,6198708.402592034
864,427573900.27275246,-101806809.9829119,38709255.62192432,11295079.11207385
865,420831970.4034861,-117966242.86574323,31821887.05168638,10515531.945235321
866,564882601.2739776,227302329.54888877,178980016.37353724,27171632.402212337
867,620533584.8083988,360689705.37839514,235831517.69885454,33606372.511835545
868,443508824.28896433,-63613096.8879678,54987932.04938009,13137581.943089325
869,405854023.6502266,-153866219.57497013,16520832.05475602,8783681.246256342
870,493489091.2463671,56182389.719787054,106046386.59423105,18916635.754088975
871,441837370.8077015,-67619329.65380651,53280421.52988597,12944317.276875393
872,462408874.7146831,-18312403.724608727,74295699.38042311,15322932.584251834
873,443684186.6146364,-63192778.70210341,55167077.33769635,13157858.511786759
874,549174145.1754903,189651427.3682612,162932693.28984958,25355315.31134493
875,571650584.9744734,243524209.70505485,185894000.8151732,27954192.08786163
876,429298463.48691964,-97673280.85220513,40471021.57158532,11494484.68198316
877,412339423.4887824,-138321652.152597,23146136.66036256,9533566.689775107
878,383803463.78499156,-206718229.1746519,-6005408.341817451,6234047.565212815
879,380517674.8371133,-214593791.06864774,-9362079.20118282,5854122.600875166
880,303047515.40454644,-144530561.62904525,-7568003.864369634,-10460962.048956983
881,336590821.0590987,-64132099.03690887,26698906.884760004,-6582459.988500093
882,313435979.57735944,-119630912.29844008,3044563.015484164,-9259778.119317327
883,325449801.9915444,-90835513.83942333,15317550.79618907,-7870659.364378678
884,302586563.005637,-145635398.00331727,-8038900.0508009065,-10514260.458104638
885,321706066.856054,-99808706.65307644,11493054.812477862,-8303535.13954345
886,314056261.17502236,-118144186.82958268,3678225.4924427397,-9188056.999181643
887,317924253.0441318,-108873168.55851717,7629658.709018001,-8740813.826768298
888,309649155.4132753,-128707383.29490547,-823951.5247847358,-9697636.13707637
889,305761122.13551754,-138026437.93006977,-4795858.488596163,-10147196.631626522
890,303670803.2135065,-143036630.70557302,-6931270.325325712,-10388893.33050064
891,324490820.5877263,-93134053.8615502,14337881.99093965,-7981543.228627182
892,299806819.62612665,-152298041.70381877,-10878608.792453762,-10835673.038486568
893,300698662.31097317,-150160423.50142276,-9967527.040445488,-10732552.20339642
894,313921983.737079,-118466030.46904449,3541051.385960512,-9203583.05749844
895,352417521.4686104,-26197782.308098126,42867025.077140674,-4752470.697024302
896,401074053.38479733,90424902.45093203,92573188.61704446,873523.9868360744
897,322218124.8469728,-98581377.55033192,12016159.054332156,-8244327.558841105
898,347642655.8581246,-37642446.054613166,37989154.79810097,-5304572.696024841
899,330831922.28398454,-77935348.26067413,20815775.616425663,-7248342.5044201305
900,406935163.3439302,104473137.13164197,98560735.99622487,1551224.8458653034
901,437486286.68730074,177699770.56382984,129770916.28299865,5083750.711289419
902,336691028.1022955,-63891917.216394015,26801275.620911118,-6570873.377708536
903,308609006.3043876,-131200470.59161155,-1886539.0063700434,-9817905.155871956
904,308320410.019853,-131892194.23463404,-2181360.9665704654,-9851274.594642695
905,297490032.78634584,-157851045.3936172,-13245373.97298159,-11103555.477398694
906,304857254.60543734,-140192877.9509038,-5719224.488976041,-10251707.859890213
907,289884318.20434034,-176080845.56910613,-21015161.0490972,-11982979.228335775
908,303929337.385024,-142416961.60867763,-6667158.986009356,-10358999.874826737
909,309904683.3734955,-128094919.65262489,-562911.2475538442,-9668090.279722912
910,291343332.75393194,-172583798.2627146,-19524672.250306096,-11814278.17677263
911,283049195.78485954,-192463647.5449968,-27997732.543983173,-12773301.943110716
912,280523978.2951819,-198516229.4214437,-30577424.695736974,-13065284.532354642
913,311014977.41260403,-125433705.08155043,571334.3493258596,-9539710.633331943
914,323720228.42515314,-94981052.06112565,13550666.409677634,-8070644.264671737
915,297603266.7452047,-157579639.93645725,-13129697.301099852,-11090462.607316397
916,284717643.05482143,-188464620.2337712,-26293293.086576913,-12580384.875208318
917,279341535.1849322,-201350374.9032702,-31785375.782671798,-13202006.538420111
918,303716898.45334893,-142926147.06812292,-6884180.706714953,-10383563.489468299
919,290009577.0083881,-175780618.29348692,-20887200.12887379,-11968495.964971345
920,292008707.52104956,-170988990.97463307,-18844943.842068706,-11737343.081819905
921,353589943.87448364,-23387655.008296322,44064739.290422626,-4616907.35190069
922,340013893.6561688,-55927488.048813485,30195822.912660453,-6186661.367407263
923,323794381.6371516,-94803317.51396011,13626419.274451267,-8062070.172765235
924,379057563.9142294,37654554.670234784,70081753.59074913,-1672170.246490116
925,371335609.16203284,19146143.582987607,62193218.78064304,-2565034.4657452316
926,345153512.90397763,-43608562.47566534,35446315.39134803,-5592384.105334622
927,370123103.9388146,16239943.555011116,60954557.07285646,-2705232.455025014
928,333179773.3070891,-72307888.20648436,23214275.10511539,-6976868.215999574
929,324641131.15250826,-92773781.1307717,14491435.095157364,-7964163.312407279
930,309529909.0317385,-128993199.66125558,-945770.3208931526,-9711424.20359711
931,338679135.8401651,-59126709.89777778,28832271.346712522,-6340995.021646096
932,303811093.07396436,-142700376.15684396,-6787954.094726094,-10372672.075349147
933,329053247.2664174,-82198575.57442418,18998730.54919389,-7454004.843978318
934,311077105.77938235,-125284792.35282941,634802.9657369568,-9532526.9346318
935,292220144.38225716,-170482207.33337614,-18628945.808748376,-11712895.333200162
936,412454567.28561825,117702351.80446453,104199205.98503405,2189415.3624434075
937,324574994.50396913,-92932301.13229772,14423871.729278162,-7971810.475458954
938,366126847.0543563,6661492.553713407,56872091.87396991,-3167306.48911425
939,389350831.39592355,62326031.27138954,80597070.17120469,-481993.59690409584
940,269907042.0637353,-223963493.3027545,-41423392.294112,-14292885.934248695
941,282952997.0233044,-192694222.09265035,-28096006.530745797,-12784425.08926193
942,290782173.3117377,-173928816.45745993,-20097937.172947194,-11879163.196498927
943,208294600.48810545,-115903505.64496572,4345914.380734796,-34413097.76678357
944,197363014.14092526,-142104940.44264796,-6821491.049218468,-35677081.12633195
945,201514591.94240725,-132154207.6195847,-2580354.309251794,-35197047.84568216
946,257982262.87924403,3190650.046946911,55105452.21593808,-28667876.858982015
947,265191157.5700142,20469330.21328007,62469859.09677797,-27834336.08635413
948,231048613.79687977,-61365419.66541007,27590783.3052877,-31782126.078702997
949,210048223.74482596,-111700323.78632195,6137367.26389704,-34210332.07980813
950,217427470.40910628,-94013334.5251493,13675800.996244283,-33357094.069017585
951,226670568.0776727,-71858963.40278968,23118293.22155266,-32288345.099499356
952,252980929.35107654,-8796824.613904782,49996228.59315891,-29246164.598234065
953,236542965.9777903,-48196250.44772666,33203661.110073578,-31146832.2148756
954,257685650.03124657,2479711.858286588,54802440.756840795,-28702173.22659874
955,199579593.93741655,-136792118.57332075,-4557094.604903597,-35420785.29798696
956,270247604.9719608,32588904.87540512,67635385.52445422,-27249675.7112171
957,235098982.48468488,-51657270.48104414,31728527.621709596,-31313795.274836093
958,253515032.8915487,-7516655.510670586,50541853.956999786,-29184407.9632786
959,261837227.83272868,12430444.681349915,59043577.49680746,-28222139.945948884
960,271183538.7558333,34832203.07881842,68591509.520382,-27141456.76742586
961,316106356.2408537,142505713.2062447,114483413.95019256,-21947179.19766187
962,498856947.2110892,580532504.6956311,301176349.18503255,-816329.6944149247
963,297471854.47972435,97841501.8671946,95446923.77002865,-24101825.320511293
964,360348767.90226674,248548388.7725174,159680234.6613364,-16831574.71444438
965,283867746.2893019,65234417.916939326,81549344.146136,-25674823.587009564
966,261201915.1785797,10907691.939418335,58394559.709421955,-28295599.057687495
967,252332589.78130287,-10350800.992498992,49333902.87006762,-29321129.969353337
968,235033847.90657818,-51813388.66436523,31661987.943192266,-31321326.571781106
969,209774658.51677424,-112356020.1562689,5857900.614121626,-34241963.526968285
970,250041856.7728096,-15841357.408990115,46993753.560976684,-29585999.889596056
971,241194576.92504585,-37047010.34039876,37955617.843582086,-30608981.74691136
972,218539768.58905923,-91347316.3176554,14812093.967834055,-33228482.69036333
973,227788878.68022004,-69178534.28606613,24260728.317313243,-32159038.52420401
974,227537359.00168464,-69781390.65550584,24003782.789499626,-32188120.917021513
975,215199867.8378307,-99352576.39471789,11400143.990931062,-33614664.42447039
976,210664497.0607349,-110223205.59027295,6766934.991392281,-34139074.42404101
977,229817069.23542154,-64317254.23926905,26332671.537610702,-31924525.52395406
978,226986220.26385814,-71102390.66822244,23440754.740505747,-32251847.275785066
979,217297201.25286862,-94325570.89178003,13542721.63919327,-33372156.662848387
980,220920687.93646958,-85640596.26271969,17244375.139487613,-32953184.82050472
981,200536571.20034903,-134498382.18759397,-3579473.174391672,-35310133.165901534
982,216378302.66634706,-96528038.18570937,12604000.328416225,-33478405.882823296
983,225563280.24983343,-74512972.5192362,21987118.686739746,-32416377.147501893
984,250646105.2435329,-14393061.031401873,47611037.040132344,-29516132.627119083
985,202980620.98500136,-128640347.58574711,-1082699.6989442457,-35027535.73131189
986,210266675.09906396,-111176727.4176322,6360531.108752576,-34185073.26844921
987,189123991.0456076,-161852689.72364545,-15238248.538014673,-36629732.25672602
988,183908214.44490427,-174354153.48035428,-20566541.256220445,-37232815.34284295
989,196520272.9072391,-144124869.55298877,-7682412.120516715,-35774524.52211912
990,181437108.7585768,-180277037.17373446,-23090954.290436678,-37518541.16231739
991,217454526.31075242,-93948485.43360232,13703440.55499379,-33353965.684062507
992,188860446.52188203,-162484367.91154382,-15507478.314170787,-36660205.0428226
993,209766641.9532892,-112375234.70189628,5849711.115210012,-34242890.45576072
994,202414451.1906839,-129997374.87153555,-1661083.0583684056,-35093000.08166656
995,188938608.0156101,-162297026.0915586,-15427630.699949812,-36651167.48648889
996,192554078.13575193,-153631266.00813773,-11734166.698549923,-36233122.57299998
997,197961250.18904597,-140671054.97428557,-6210349.69423901,-35607909.06047606
998,192107154.7228963,-154702476.9275407,-12190731.261915864,-36284798.85665188
999,251389641.5043777,-12610911.9233347,48370613.06259,-29430159.97583015
1000,244824076.03121036,-28347624.802094202,41663413.46802657,-30189314.707851473
1001,218552795.50467047,-91316092.6809864,14825401.903530782,-33226976.43094987
1002,224806717.0733525,-76326345.2639606,21214234.728568677,-32503856.058143806
1003,196986235.65830398,-143008024.08768895,-7206397.497280833,-35720646.78242122
1004,189303361.6530027,-161422764.26495817,-15055008.500255598,-36608992.2235852
1005,232178258.43058237,-202505841.18592066,-53288279.72608092,-16474301.739008892
1006,243662987.65645388,-174978602.73911193,-41555798.872410186,-15146360.288483212
1007,236383948.03541458,-192425410.17979068,-48991863.8685767,-15988011.688589502
1008,229914581.32376415,-207931548.5108784,-55600789.47640309,-16736043.27436681
1009,270322069.440337,-111080631.21490818,-14321620.298895054,-12063858.382036658
1010,275546864.6749321,-98557551.09435496,-8984114.394432975,-11459732.500958173
1011,259097878.5268926,-137983396.9284327,-25787942.43849593,-13361674.64478321
1012,245598987.73187235,-170338289.96716878,-39578034.889399596,-14922506.970060317
1013,257581745.9626525,-141617347.8725053,-27336781.41691073,-13536980.06443382
1014,269057456.5546323,-114111725.78954102,-15613513.749496229,-12210081.408869771
1015,245421621.2653355,-170763411.78944308,-39759227.55243943,-14943015.270971544
1016,267186591.05731967,-118595920.37816264,-17524738.05399,-12426403.43034535
1017,248675343.9593766,-162964708.07800537,-36435314.68865191,-14566798.022052914
1018,273572785.9230798,-103289132.95808478,-11000778.497193603,-11687988.731435996
1019,237145521.56404656,-190600028.34403637,-48213861.47360399,-15899953.447386455
1020,244308321.01492602,-173431831.81513056,-40896544.2114071,-15071742.51567392
1021,313156572.1442102,-8412510.226574466,29436919.668909058,-7111045.778930594
1022,443773446.7977897,304657287.33264226,162871496.21837434,7991753.649711676
1023,311487122.80381215,-12413939.356003147,27731456.524138365,-7304078.712930564
1024,411411582.182998,227090568.40415394,129811512.86877976,4249857.729351483
1025,292556008.19463557,-57789088.88369053,8391954.884843845,-9493021.203276351
1026,335238196.19278324,44513955.73749186,51994894.3736539,-4557820.248412906
1027,259154996.5414858,-137846493.29072562,-25729592.25890925,-13355070.276561445
1028,240354151.08857578,-182909406.45179573,-44936014.541133404,-15528950.17314657
1029,274550806.6650582,-100944958.39003785,-10001659.632107085,-11574903.411022732
1030,305864505.60749424,-25890541.303891193,21987546.737001892,-7954203.438291187
1031,273046698.94600815,-104550087.51565167,-11538214.362179492,-11748818.437393803
1032,254233828.64790922,-149641822.4951812,-30756920.892745327,-13924088.727261065
1033,276172156.6247005,-97058816.53444615,-8345333.480703248,-11387432.050151031
1034,248118192.7989001,-164300118.99992537,-37004484.86185384,-14631219.577322813
1035,228981653.75113216,-210167641.25965017,-56553842.41028331,-16843914.619700305
1036,231367583.45070451,-204448912.11368975,-54116442.801820695,-16568037.419307526
1037,254430234.45266196,-149171066.12701306,-30556278.169831134,-13901378.970319865
1038,270681812.7255162,-110218378.47930828,-13954116.536044182,-12022262.449542845
1039,285533498.60429144,-74621030.86390367,1217953.8532982995,-10305010.880025256
1040,255858184.8188487,-145748475.18497464,-29097523.679256104,-13736269.768068768
1041,242267103.54404762,-178324335.4985656,-42981795.36744531,-15307761.77517804
1042,243662987.65639725,-174978602.73908523,-41555798.87244811,-15146360.28834597
1043,254918242.7532465,-148001380.66120762,-30057742.424631182,-13844952.17628729
1044,296667503.17881876,-47934428.78882354,12592144.130336525,-9017622.566894485
1045,284719817.4131729,-76571307.24631427,386719.7155108882,-10399094.158781528
1046,306547917.64239895,-24252501.288122497,22685701.517754138,-7875182.753424156
1047,373667597.27577317,136623683.89691338,91253304.69895315,-114355.05098464756
1048,303998650.46234334,-30362726.80148798,20081440.869316977,-8169946.129232301
1049,276569978.58636785,-96105294.70708518,-7938929.598066044,-11341433.205734154
1050,291877606.51189035,-59415119.8084332,7698918.540898647,-9571462.55760306
1051,280541183.7100158,-86586889.16091089,-3882056.5832246784,-10882255.824315954
1052,297051296.1544324,-47014532.41633173,12984216.38990852,-8973245.84797352
1053,279773311.4528773,-88427368.13963275,-4666493.584521037,-10971042.366582017
1054,261681645.56027701,-131790480.24537876,-23148437.696689162,-13062922.164124371
1055,237208222.54240286,-190449743.1477237,-48149807.8930514,-15892703.539245779
1056,250189329.229703,-159335903.88716784,-34888669.326099314,-14391740.886601865
1057,249868666.6913312,-160104485.71274844,-35216249.28187757,-14428818.0407916
1058,222721147.14810622,-225173172.05341664,-62949402.323748164,-17567796.398172345
1059,214368174.32935935,-245194042.37601742,-71482567.68966846,-18533623.16021219
1060,219790806.89789632,-232196774.71843183,-65942956.65177538,-17906621.999182716
1061,222673906.68486392,-225286400.62593517,-62997661.870804764,-17573258.65749494
1062,316252969.7802333,-990891.9732511776,32600113.616806384,-6753019.508472576
1063,234363774.04354203,-197267475.6808867,-51055617.59006686,-16221597.759668496
1064,227695711.0804362,-213249860.25032526,-57867525.777634434,-16992603.939202663
1065,224593587.32752717,-220685203.17904437,-61036569.367685735,-17351292.301386103
1066,218523903.56549004,-235233359.16324785,-67237189.95920284,-18053109.86283407
1067,263473920.10510442,-127494656.82740149,-21317499.729571693,-12855687.35588434
1068,116983182.01697493,-127771931.68982606,-31499933.40772592,-46292881.20646855
1069,100865165.41746911,-166404491.28250104,-47965652.1402892,-48156554.43043343
1070,86896303.58964881,-199885837.05935416,-62235853.96387967,-49771727.95982247
1071,78918105.11262399,-219008427.37330765,-70386160.25648415,-50694220.797903106
1072,126983415.47366343,-103802815.35518011,-21283972.260062773,-45136587.11702088
1073,139515021.9955674,-73766363.11798273,-8482030.595407005,-43687598.68944646
1074,98307022.75641635,-172535990.04281306,-50578979.73394724,-48452344.0488431
1075,102959492.62118536,-161384691.23416647,-45826145.55412872,-47914394.267072834
1076,94845585.17702821,-180832556.3564459,-54115088.36373218,-48852578.68648015
1077,107431589.80811879,-150665719.70240837,-41257575.09943646,-47397300.384530686
1078,111250766.53187793,-141511704.28961208,-37356010.08148638,-46955701.54675077
1079,122586187.26332012,-114342336.75533931,-25776058.644724846,-45645024.146144696
1080,128171584.70066452,-100954945.19789432,-20070171.53106393,-44999203.01890379
1081,117707106.32790715,-126036789.59518853,-30760392.409363423,-46209176.22036242
1082,102090554.40336399,-163467410.73473457,-46713828.7378681,-48014866.734003015
1083,125163941.87424,-108163830.98157631,-23142696.027002014,-45346966.862442
1084,179162654.4185237,21263289.744875886,32020891.079740755,-39103273.41067917
1085,111610223.51126672,-140650137.78780732,-36988798.80070717,-46914138.71897376
1086,108374967.54376581,-148404579.42089695,-40293846.568827145,-47288220.7210663
1087,125337156.90611908,-107748659.54900384,-22965744.35446728,-45326938.57823672
1088,107908289.02809972,-149523140.4706258,-40770592.397325866,-47342181.222253084
1089,93402603.75434457,-184291174.57155347,-55589198.16474154,-49019425.88030788
1090,127520238.91958764,-102516127.03110047,-20735568.31624471,-45074515.98832921
1091,115592737.71550871,-131104626.00760585,-32920372.742782734,-46453653.70577771
1092,103348868.56062584,-160451413.30309924,-45428369.893548176,-47869372.00838728
1093,126217547.357452,-105638490.6975214,-22066361.886594098,-45225141.927224174
1094,101344727.69580227,-165255049.71297774,-47475744.617162295,-48101104.22207297
1095,113015985.17502132,-137280729.96316394,-35552711.67314372,-46751595.123373576
1096,106078794.72435337,-153908174.2790719,-42639553.03788235,-47553719.628745496
1097,98520320.60559018,-172024745.8820422,-50361080.566941336,-48427681.120359935
1098,94526354.16783462,-181597707.01315713,-54441205.90900091,-48889490.31763351
1099,91836510.82140355,-188044873.30898705,-57189075.27019446,-49200508.053001575
